TAID,Pubchem CID,IUPAC Name,SMILES,Canonical_SMILES,InChIKey,rat_intravenous_LD50
TOX-41793,13873968,(1-butyl-5-ethenyl-1-azoniabicyclo[2.2.2]octan-2-yl)-(6-methoxyquinolin-4-yl)methanol,C=CC1C[N+]2(CCCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,C=CC1C[N+]2(CCCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,IOIIHLSUNDZPAT-UHFFFAOYSA-N,4.724207579
TOX-48783,3054745,"8-benzhydrylidene-5-methyl-1,2,3,4,6,7,9,9a-octahydroquinolizin-5-ium",C[N+]12CCCCC1CC(=C(c1ccccc1)c1ccccc1)CC2,C[N+]12CCCCC1CC(=C(c1ccccc1)c1ccccc1)CC2,MJBFFCYNQYQIQK-UHFFFAOYSA-N,4.732235607
TOX-7217,10107,"[2-chloro-1-(2,4-dichlorophenyl)ethenyl] diethyl phosphate",CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,FSAVDKDHPDSCTO-UHFFFAOYSA-N,4.736243138
TOX-1774,4633,2-(diethylamino)ethyl 4-amino-3-butoxybenzoate,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,CMHHMUWAYWTMGS-UHFFFAOYSA-N,4.740957322
TOX-21956,29323,"(5-benzylfuran-3-yl)methyl 2,2,3,3-tetramethylcyclopropane-1-carboxylate",CC1(C)C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,CC1(C)C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,SSUHZYMJFMBVRM-UHFFFAOYSA-N,4.744678225
TOX-4316,16683094,bis(triethylstannyl) sulfate,CC[Sn](CC)(CC)OS(=O)(=O)O[Sn](CC)(CC)CC,CC[Sn](CC)(CC)OS(=O)(=O)O[Sn](CC)(CC)CC,BTVURVLQSDTSSS-UHFFFAOYSA-L,4.749092864
TOX-8079,287691,"N-[1,2-dimethoxy-10-methylsulfanyl-9-oxo-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6,7-dihydro-5H-benzo[a]heptalen-7-yl]acetamide",COc1c(OC2OC(CO)C(O)C(O)C2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2,COc1c(OC2OC(CO)C(O)C(O)C2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2,LEQAKWQJCITZNK-UHFFFAOYSA-N,4.750990248
TOX-16509,23444,2-[1-(hydroxymethyl)cyclohexyl]acetic acid,O=C(O)CC1(CO)CCCCC1,O=C(O)CC1(CO)CCCCC1,WMJPAYUKEVEBCN-UHFFFAOYSA-N,4.758972417
TOX-3948,942,3-(1-methylpyrrolidin-2-yl)pyridine,CN1CCCC1c1cccnc1,CN1CCCC1c1cccnc1,SNICXCGAKADSCV-UHFFFAOYSA-N,4.762989199
TOX-7173,4951,"5-[14-hydroxy-10,13-dimethyl-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-1,2,3,6,7,8,9,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]pyran-2-one",CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,MYEJFUXQJGHEQK-UHFFFAOYSA-N,4.770572206
TOX-64549,15612080,"2,2,2-trichloro-1,3,2lambda6-dioxatellurolane",Cl[TeH]1(Cl)(Cl)OCCO1,Cl[TeH]1(Cl)(Cl)OCCO1,NTCZXUFXVRQSMX-UHFFFAOYSA-N,4.770879982
TOX-45278,48845,"N-[2-(diethylamino)ethyl]-2-(2-phenyl-1,3-benzodioxol-2-yl)acetamide",CCN(CC)CCNC(=O)CC1(c2ccccc2)Oc2ccccc2O1,CCN(CC)CCNC(=O)CC1(c2ccccc2)Oc2ccccc2O1,YKRSWOAMGRDYNS-UHFFFAOYSA-N,4.77140373
TOX-21153,3879,"[6-[6-[6-[[12,14-dihydroxy-10,13-dimethyl-17-(5-oxo-2H-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-yl]oxy]-4-hydroxy-2-methyloxan-3-yl]oxy-4-hydroxy-2-methyloxan-3-yl]oxy-2-methyl-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-4-yl] acetate",CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,JAYAGJDXJIDEKI-UHFFFAOYSA-N,4.776008278
TOX-8662,3306,3-[2-(ethylamino)-1-hydroxyethyl]phenol,CCNCC(O)c1cccc(O)c1,CCNCC(O)c1cccc(O)c1,,4.781120817
TOX-21151,407582,"[6-[4-hydroxy-6-[4-hydroxy-6-[[14-hydroxy-10,13-dimethyl-17-(5-oxo-2H-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-yl]oxy]-2-methyloxan-3-yl]oxy-2-methyloxan-3-yl]oxy-2-methyl-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-4-yl] acetate",CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,YFGQJKBUXPKSAW-UHFFFAOYSA-N,4.782261159
TOX-56943,1129900,"ethyl N-[11-[3-(diethylamino)propanoyl]-5,6-dihydrobenzo[b][1]benzazepin-2-yl]carbamate",CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1CC2,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1CC2,AFIYKNJKFJVVGS-UHFFFAOYSA-N,4.783280023
TOX-22738,4402139,"N-(10-hydroxy-1-nitroacridin-10-ium-9-yl)-N',N'-dimethylpropane-1,3-diamine",CN(C)CCCNc1c2ccccc2[n+](O)c2cccc([N+](=O)[O-])c12,CN(C)CCCNc1c2ccccc2[n+](O)c2cccc([N+](=O)[O-])c12,NSGZJBAQTHSOKY-UHFFFAOYSA-O,4.785064041
TOX-40202,5070782,"11-hydroxy-9-(hydroxymethyl)-2-methoxycarbonyl-2,6a,6b,9,12a-pentamethyl-10-(3,4,5-trihydroxyoxan-2-yl)oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",COC(=O)C1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,COC(=O)C1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,SFZVDNKTWPZIJG-UHFFFAOYSA-N,4.789288813
TOX-72309,71041,1-dibutylphosphoryloxy-4-nitrobenzene,CCCCP(=O)(CCCC)Oc1ccc([N+](=O)[O-])cc1,CCCCP(=O)(CCCC)Oc1ccc([N+](=O)[O-])cc1,MQOMKCIKNDDXEZ-UHFFFAOYSA-N,4.794875637
TOX-70026,3077218,"ethyl N-[11-[2-(propylamino)acetyl]-5,6-dihydrobenzo[b][1]benzazepin-2-yl]carbamate",CCCNCC(=O)N1c2ccccc2CCc2ccc(NC(=O)OCC)cc21,CCCNCC(=O)N1c2ccccc2CCc2ccc(NC(=O)OCC)cc21,RWFPNJXXZBCLHW-UHFFFAOYSA-N,4.796137385
TOX-10799,16682966,triethylstannyl acetate,CC[Sn](CC)(CC)OC(C)=O,CC[Sn](CC)(CC)OC(C)=O,WOUNUBHOYKWRNA-UHFFFAOYSA-M,4.799899881
TOX-39227,74328523,"13-ethyl-8-methyl-15-(2-piperidin-1-ylethyl)-8-aza-15-azoniahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-14,18-diol",CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CCN2CCCCC2)C1O,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CCN2CCCCC2)C1O,MNJSKODPZNMJIK-UHFFFAOYSA-N,4.80959536
TOX-33908,198241,"1-[3-(2-chlorophenoxy)-3-phenylpropyl]-1,2-dimethylpiperidin-1-ium",CC1CCCC[N+]1(C)CCC(Oc1ccccc1Cl)c1ccccc1,CC1CCCC[N+]1(C)CCC(Oc1ccccc1Cl)c1ccccc1,GNKYMVAZBKCPJM-UHFFFAOYSA-N,4.814650699
TOX-18429,26153,"3,3-diphenyl-N-(1-phenylpropyl)propan-1-amine",CCC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,CCC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,DDBPVKNNAHNHAH-UHFFFAOYSA-N,4.81886828
TOX-47483,16142176,"2-[[20,26-bis(3,5-dichloro-4-hydroxyphenyl)-17-[[2-(3,5-dichloro-4-hydroxyphenyl)-2-oxoacetyl]amino]-37-hydroxy-28-methyl-18,21,24,27-tetraoxo-2-oxa-13,19,22,25,28-pentazahexacyclo[29.2.2.13,7.18,12.05,23.011,15]heptatriaconta-1(33),3,5,7(37),8(36),9,11,14,31,34-decaene-29-carbonyl]amino]-2-(4-hydroxyphenyl)acetic acid",CN1C(=O)C(c2cc(Cl)c(O)c(Cl)c2)NC(=O)C2NC(=O)C(c3cc(Cl)c(O)c(Cl)c3)NC(=O)C(NC(=O)C(=O)c3cc(Cl)c(O)c(Cl)c3)Cc3c[nH]c4cc(ccc34)-c3cc2cc(c3O)Oc2ccc(cc2)CC1C(=O)NC(C(=O)O)c1ccc(O)cc1,CN1C(=O)C(c2cc(Cl)c(O)c(Cl)c2)NC(=O)C2NC(=O)C(c3cc(Cl)c(O)c(Cl)c3)NC(=O)C(NC(=O)C(=O)c3cc(Cl)c(O)c(Cl)c3)Cc3c[nH]c4cc(ccc34)-c3cc2cc(c3O)Oc2ccc(cc2)CC1C(=O)NC(C(=O)O)c1ccc(O)cc1,JJGZGELTZPACID-UHFFFAOYSA-N,4.822424068
TOX-57379,74332011,ethyl 5-[[2-amino-3-(4-fluorophenyl)propanoyl]amino]-6-[3-[bis(2-chloroethyl)amino]phenyl]-2-(2-methylsulfanylethyl)-4-oxohexanoate,CCOC(=O)C(CCSC)CC(=O)C(Cc1cccc(N(CCCl)CCCl)c1)NC(=O)C(N)Cc1ccc(F)cc1,CCOC(=O)C(CCSC)CC(=O)C(Cc1cccc(N(CCCl)CCCl)c1)NC(=O)C(N)Cc1ccc(F)cc1,RJMAWZBXWIUSTF-UHFFFAOYSA-N,4.829917681
TOX-18871,26536,2-benzhydryloxyethyl(trimethyl)azanium,C[N+](C)(C)CCOC(c1ccccc1)c1ccccc1,C[N+](C)(C)CCOC(c1ccccc1)c1ccccc1,LTWUEHSXIKQTIK-UHFFFAOYSA-N,4.829940271
TOX-29766,107841,ethyl N-[10-[3-(diethylamino)propanoyl]phenothiazin-2-yl]carbamate,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1S2,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1S2,PQXGNJKJMFUPPM-UHFFFAOYSA-N,4.831190839
TOX-41798,4366597,(5-ethenyl-1-methyl-1-azoniabicyclo[2.2.2]octan-2-yl)-(6-methoxyquinolin-4-yl)methanol,C=CC1C[N+]2(C)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,C=CC1C[N+]2(C)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,SJTSZVLGFLZBFK-UHFFFAOYSA-N,4.831817323
TOX-41799,53461593,(5-ethenyl-1-propyl-1-azoniabicyclo[2.2.2]octan-2-yl)-(6-methoxyquinolin-4-yl)methanol,C=CC1C[N+]2(CCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,C=CC1C[N+]2(CCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,DAXUXDNEPYRJIS-UHFFFAOYSA-N,4.834223515
TOX-13622,104735,2-(4-methoxyphenyl)-N-methylethanamine,CNCCc1ccc(OC)cc1,CNCCc1ccc(OC)cc1,JCMWSVNNSPUNER-UHFFFAOYSA-N,4.837893431
TOX-70033,1380478,"ethyl N-[11-[2-(tert-butylamino)acetyl]-5,6-dihydrobenzo[b][1]benzazepin-2-yl]carbamate",CCOC(=O)Nc1ccc2c(c1)N(C(=O)CNC(C)(C)C)c1ccccc1CC2,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CNC(C)(C)C)c1ccccc1CC2,MKJYFUZHQOPKOD-UHFFFAOYSA-N,4.848961755
TOX-53899,132454,(5-chloro-2-methoxyphenyl)-(1H-imidazol-2-yl)diazene,COc1ccc(Cl)cc1N=Nc1ncc[nH]1,COc1ccc(Cl)cc1N=Nc1ncc[nH]1,IXQGZPLNCYHNKT-UHFFFAOYSA-N,4.849083723
TOX-8796,99053,"methyl 6,18-dimethoxy-17-(oxan-2-yloxy)-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate",COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC2CCCCO2)C1OC,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC2CCCCO2)C1OC,VTHDACIJKLUNPX-UHFFFAOYSA-N,4.852671654
TOX-7033,71627,"2,5-bis(aziridin-1-yl)-3,6-dipropoxycyclohexa-2,5-diene-1,4-dione",CCCOC1=C(N2CC2)C(=O)C(OCCC)=C(N2CC2)C1=O,CCCOC1=C(N2CC2)C(=O)C(OCCC)=C(N2CC2)C1=O,NOVZFMNCTCKLPF-UHFFFAOYSA-N,4.85276644
TOX-32595,38283,"[cyano-(3-phenoxyphenyl)methyl] 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,FJDPATXIBIBRIM-UHFFFAOYSA-N,4.854413626
TOX-3490,3955,"4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-N,N-dimethyl-2,2-diphenylbutanamide",CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,4.859717476
TOX-20377,4651,2-(diethylamino)ethyl 4-(butylamino)benzoate,CCCCNc1ccc(C(=O)OCCN(CC)CC)cc1,CCCCNc1ccc(C(=O)OCCN(CC)CC)cc1,JQMCLLAJJLVYOC-UHFFFAOYSA-N,4.863951537
TOX-41796,53461591,[5-ethenyl-1-(3-methylbutyl)-1-azoniabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol,C=CC1C[N+]2(CCC(C)C)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,C=CC1C[N+]2(CCC(C)C)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,RSMUQGYUMZHRNE-UHFFFAOYSA-N,4.872944184
TOX-17584,5053,"(5-benzylfuran-3-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,VEMKTZHHVJILDY-UHFFFAOYSA-N,4.876278155
TOX-75148,14576982,"15-[3-(diethylamino)-2-hydroxypropyl]-13-ethyl-8-methyl-8-aza-15-azoniahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-14,18-diol",CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CC(O)CN(CC)CC)C1O,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CC(O)CN(CC)CC)C1O,IXLGLCQSNUMEGQ-UHFFFAOYSA-N,4.881433163
TOX-18552,518962,"19-(2-hydroxypentan-2-yl)-15-methoxy-5-methyl-13-oxa-5-azahexacyclo[13.2.2.12,8.01,6.02,14.012,20]icosa-8(20),9,11,16-tetraen-11-ol",CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,CAHCBJPUTCKATP-UHFFFAOYSA-N,4.890138294
TOX-34887,16129681,"19,34-bis(4-aminobutyl)-31-(2-amino-2-oxoethyl)-37-[[2-(2-aminopropanoylamino)acetyl]amino]-13,25,28-tribenzyl-10,16-bis(1-hydroxyethyl)-7-(hydroxymethyl)-22-(1H-indol-3-ylmethyl)-6,9,12,15,18,21,24,27,30,33,36-undecaoxo-1,2-dithia-5,8,11,14,17,20,23,26,29,32,35-undecazacyclooctatriacontane-4-carboxylic acid",CC(N)C(=O)NCC(=O)NC1CSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)O)NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC1=O,CC(N)C(=O)NCC(=O)NC1CSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)O)NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC1=O,NHXLMOGPVYXJNR-UHFFFAOYSA-N,4.892070475
TOX-70027,3077219,"ethyl N-[11-[2-(butylamino)acetyl]-5,6-dihydrobenzo[b][1]benzazepin-2-yl]carbamate",CCCCNCC(=O)N1c2ccccc2CCc2ccc(NC(=O)OCC)cc21,CCCCNCC(=O)N1c2ccccc2CCc2ccc(NC(=O)OCC)cc21,LHGGSAPWTMHPJN-UHFFFAOYSA-N,4.898179778
TOX-11508,16738,dimethyl (3-methyl-4-nitrophenyl) phosphate,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,MJNAIAPNXYJWCT-UHFFFAOYSA-N,4.898409349
TOX-35348,74087777,"[8-hydroxy-8a-(hydroxymethyl)-4,4,6a,6b,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl] 6-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-3,4-dihydroxy-5-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxane-2-carboxylate",CC1OC(OC2C(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)OC(C(=O)OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(CO)C(O)CC45C)C3(C)C)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)OC(C(=O)OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(CO)C(O)CC45C)C3(C)C)C(O)C2O)C(O)C(O)C1O,VXLKHUJEBDOBSV-UHFFFAOYSA-N,4.90674978
TOX-42539,45428,"N,N,N',N'-tetrakis(2-chloroethyl)ethane-1,2-diamine",ClCCN(CCCl)CCN(CCCl)CCCl,ClCCN(CCCl)CCN(CCCl)CCCl,JKPPVAYNBVUZHO-UHFFFAOYSA-N,4.911712568
TOX-39223,74328518,"15-(3-butoxy-2-hydroxypropyl)-13-ethyl-8-methyl-8-aza-15-azoniahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-14,18-diol",CCCCOCC(O)C[N+]12C(O)C(CC)C3CC1C1N(C)c4ccccc4C14CC2C3C4O,CCCCOCC(O)C[N+]12C(O)C(CC)C3CC1C1N(C)c4ccccc4C14CC2C3C4O,DGSXONFYTDETMF-UHFFFAOYSA-N,4.912331205
TOX-74090,117234,dichloro-bis(2-ethylhexyl)stannane,CCCCC(CC)C[Sn](Cl)(Cl)CC(CC)CCCC,CCCCC(CC)C[Sn](Cl)(Cl)CC(CC)CCCC,AETSVNICMJFWQY-UHFFFAOYSA-L,4.92019118
TOX-16978,5030992,"N-(1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl)formamide",COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC=O)CC2,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC=O)CC2,HDSXDWASQCHADG-UHFFFAOYSA-N,4.942477063
TOX-41792,53461595,(5-ethenyl-1-pentyl-1-azoniabicyclo[2.2.2]octan-2-yl)-(6-methoxyquinolin-4-yl)methanol,C=CC1C[N+]2(CCCCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,C=CC1C[N+]2(CCCCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,JCIKIZNYLMKPSL-UHFFFAOYSA-N,4.94400754
TOX-25693,2569,"[2-[2,5-bis(aziridin-1-yl)-4-methyl-3,6-dioxocyclohexa-1,4-dien-1-yl]-2-methoxyethyl] carbamate",COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,SHHKQEUPHAENFK-UHFFFAOYSA-N,4.948246758
TOX-29759,23447013,"5-[3-(3,4-dihydroxy-5-methoxy-6-methyloxan-2-yl)oxy-14-hydroxy-10,13-dimethyl-1,2,3,6,7,8,9,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]pyran-2-one",COC1C(C)OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C1O,COC1C(C)OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C1O,RKWPZPDLTYBKCL-UHFFFAOYSA-N,4.972717422
TOX-2462,2296,"5-O-(1-benzylpyrrolidin-3-yl) 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,VXMOONUMYLCFJD-UHFFFAOYSA-N,4.983992223
TOX-63153,1253,"1-amino-13-ethylidene-11-methyl-6-azatricyclo[7.3.1.02,7]trideca-2(7),3,10-trien-5-one",CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,ZRJBHWIHUMBLCN-UHFFFAOYSA-N,4.986452836
TOX-42817,115941,"1-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)propan-2-yl-trimethylazanium",CC(CN1c2ccccc2CCc2ccccc21)[N+](C)(C)C,CC(CN1c2ccccc2CCc2ccccc21)[N+](C)(C)C,HSUVREBQCSJUSU-UHFFFAOYSA-N,4.99336274
TOX-10000,16682953,triphenylplumbyl acetate,CC(=O)O[Pb](c1ccccc1)(c1ccccc1)c1ccccc1,CC(=O)O[Pb](c1ccccc1)(c1ccccc1)c1ccccc1,UXLLXTLQVAJJIB-UHFFFAOYSA-M,4.997877201
TOX-17760,73656912,"16-(3,4-dihydroxybut-1-enyl)-43,44,49,54,58-pentamethylspiro[2,7,11,17,21,26,33,37,41,46,51,57-dodecaoxadodecacyclo[30.28.0.03,27.06,25.08,22.010,20.012,18.034,58.036,56.038,52.040,50.042,47]hexaconta-4,14,23,29-tetraene-45,5'-oxolane]-3',19,48,59-tetrol",CC1CC2OC3C(CC2OC2CC4OC5CC=CCC6OC7C=CC8OC9C(CC8OC7C=CC6OC5CC(O)C4(C)OC2C1)OC1CC=CC(C=CC(O)CO)OC1C9O)OC1C(C)C(C)C2(CC(O)CO2)OC1C(O)C3C,CC1CC2OC3C(CC2OC2CC4OC5CC=CCC6OC7C=CC8OC9C(CC8OC7C=CC6OC5CC(O)C4(C)OC2C1)OC1CC=CC(C=CC(O)CO)OC1C9O)OC1C(C)C(C)C2(CC(O)CO2)OC1C(O)C3C,VYVRIXWNTVOIRD-UHFFFAOYSA-N,5.004449962
TOX-50381,52350,3-amino-2-[2-[di(propan-2-yl)amino]ethoxy]-1-phenylbutan-1-one,CC(N)C(OCCN(C(C)C)C(C)C)C(=O)c1ccccc1,CC(N)C(OCCN(C(C)C)C(C)C)C(=O)c1ccccc1,RNNRTAYIKJFNSQ-UHFFFAOYSA-N,5.009238371
TOX-36335,4568118,"(13-methyl-3-oxo-2,6,7,8,9,10,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl) N-(2-chloroethyl)-N-nitrosocarbamate",CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)N(CCCl)N=O,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)N(CCCl)N=O,KTQUNVRSLAGBSY-UHFFFAOYSA-N,5.009584733
TOX-75151,74822415,"13-ethyl-15-(2-hydroxy-3-morpholin-4-ylpropyl)-8-methyl-8-aza-15-azoniahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-14,18-diol",CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CC(O)CN2CCOCC2)C1O,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CC(O)CN2CCOCC2)C1O,KFUOOPMVANHOKK-UHFFFAOYSA-N,5.009925467
TOX-75149,53463928,"13-ethyl-15-(2-hydroxy-3-pyrrolidin-1-ylpropyl)-8-methyl-8-aza-15-azoniahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-14,18-diol",CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CC(O)CN2CCCC2)C1O,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CC(O)CN2CCCC2)C1O,BSINHRRJSUOBJB-UHFFFAOYSA-N,5.01421019
